number;question;kategoria;zestaw;rating;answer;aiAnswer;law
207;"Byk
rzut sali konferencyjnej i przyległej do niej drogi ewakuacyjnej, trzeba
było znaleźć wszystkie błędy zgodnie z WT, dosyć proste bo było.za.mało
okien w sali za małe doświetlenie, wyjście z sali na drogę ewakuacyjna-
zła strona otwierania drzwi, szerokość drogi ewakuacyjnej, za dużo
szklenia w ścianie ppoż";P;PM_Z44;;</h2></th>;;
208;"Omówić
akumulatory ciepła w budownictwie energooszczędnym";P;PM_Z44;;</h2></th>;;
209;"Dojście
pożarowe- omówić metodę obliczania długości w stosunku do wyjść z
budynku";PŻ;PM_Z44;;</h2></th>;;
210;"Praktyka
projektowa- omówić konstrukcję budynku czyli wszystko co możesz
powiedzieć o projekcie";ZPP;PM_Z44;;</h2></th>;;
211;"Praktyka
budowlana- dlaczego wykonywaliśmy mury oporowe, technologia wykonania,
jak wyglądał nadzór zagęszczania gruntu i jak wyglądało sprawdzenie
zgodności elementów stalowych na budowie";ZPB;PM_Z44;;</h2></th>;;
213;"Dwa
domy z oknami nie w strefie śródmiejskiej (4+4m od granicy). Dobrać
wysokość drugiego budynku, omówić wysokości - to art. 13/57/60
WT";P;WP_Z45;;</h2></th>;;
214;"Co
może zrobić projektant w przypadku budowy prowadzonej niezgodnie z PB
(ustawa PB z obowiązkami projektanta - wstrzymać, wizytował budowę w
każdym momencie.";L;WP_Z45;;</h2></th>;;
215;"Co
to jest przegląd okresowy, kto może wykonywać, kiedy. Omówić i
wytłumaczyć (1 rok kominy i inne gówna, 5 lat pozostałe instalacje i
obejście).";L;WP_Z45;;</h2></th>;;
216;"Pytanie
z projektu - hala produkcyjna - tu miałem o instalacje ppoż (tu
naprowadzili mnie na odgromówkę która kojarzy mi się z prądem a nie z
pożarem) oraz zakwalifikowanie do konkretnych stref (PM i ZL
III)";ZPP;WP_Z45;;</h2></th>;;
217;"Pytanie
z wykonawstwa - NAJWIĘKSZE XD ŻYCIA - kazano mi się obrócić za siebie
(mamy w sali izby taki rzyg odparzonej farby i syfu na suficie od
zalania z piętra wyżej) i opowiedzieć co bym z tym zrobił. Czyli -
znajdujemy przeciek, rozpoznajemy problem, suszymy,
reperujemy.";ZPB;WP_Z45;;</h2></th>;;
219;"Odpowiedzialność
dyscyplinarna - wymienić kary";L;MP_Z47;;</h2></th>;;
220;"Zaprojektować
schody do budynku użyteczności publicznej wys. 50 cm i omówić zasady
projektowania schodów zewnętrznych + dopytywali o schody terenowe i o
pochylnie";P;MP_Z47;;</h2></th>;;
221;"Rysunek
jak na zdjęciu. Trzeba było podać dwa rozwiązania: jaka ma być odległość
między otworami gdy pomiędzy nimi jest ściana ppoż.";P;MP_Z47;;"</h2>
<p><img src=""https://raw.githubusercontent.com/adriansstudia/UB2024-APP/main/images/image7.png"" style=""width:2.375in;height:2.61111in""/></p>
<p>pierwsze rozwiązanie to 2 m pasa niepalnego pomiędzy, drugie to mniej
niż 2 m, ale wtedy otwory o odporności EI60. To rozwiązanie z
wysunięciem 0,3 m rzuciłam im jako trzecie, bo na rzucie nie było
narysowanego tego wysunięcia, ale powiedziałam, że tak też można to
rozwiązać.</p>
<p><a href=""https://www.facebook.com/groups/350678832699240/user/100006607202373/?__cft__%5B0%5D=AZUKTg_Izgvr2NeP5t-G6KQw-qroRElI7oSH7lpxHtuo12r8bwf4Zya3_O1-ccSuv3a60xTeAzT55eXFwaKFPNK7KyOzYwo79FMldaF0Oiwt0cp3XBG99YGW0lm-nRt0k6D2yVUfWpLqT87zB-H9mFBcK3KBz3y_JpeiXZTVEMJUhFm-6hMMn8Hl2tx4CTrcY9o&amp;__tn__=R%5D-R""><u>Pamela
Goliszek-Czuba</u></a></p>
<p><a href=""https://www.facebook.com/groups/350678832699240/user/100003374294808/?__cft__%5B0%5D=AZUKTg_Izgvr2NeP5t-G6KQw-qroRElI7oSH7lpxHtuo12r8bwf4Zya3_O1-ccSuv3a60xTeAzT55eXFwaKFPNK7KyOzYwo79FMldaF0Oiwt0cp3XBG99YGW0lm-nRt0k6D2yVUfWpLqT87zB-H9mFBcK3KBz3y_JpeiXZTVEMJUhFm-6hMMn8Hl2tx4CTrcY9o&amp;__tn__=R%5D-R""><u>Kasia
Fiszek</u></a> Ja miałam ten sam zestaw w śląskiej i mi powiedzieli że w
świetle ostatnich orzeczeń sądu rozwiązanie z oknami EI-60 wymagałoby
odstępstwa, ale to tak na marginesie... Ale ja to podałam jako 3-cia
alternatywę po 2m szerokości i 0.3m wysunięcia.</p></th>";;
222;"Pytanie
z praktyki projektowej - narysować ścianę
fundamentową";ZPP;MP_Z47;;</h2></th>;;
223;"Pytanie
z praktyki budowlanej - przebudowa budynku, wymiana stropów - omówić z
jakich na jakie (z drewnianych na oparte na belkach + blacha + beton).
Bez wchodzenia w szczegóły.";ZPB;MP_Z47;;</h2></th>;;
225;"balustrady
przy pochylni dla niepełnosprawnych, przy schodach i balkonach:
narysować i omówić temat";P;MP…;;</h2></th>;;
226;"omówić
typy zabudowy wielorodzinnej, ustawienie budynków względem stron świata,
podać wady i zalety tych typów i gabaryty";P;MP…;;</h2></th>;;
227;"uzupełnić
rysunek o hydroizolację, drenaż opaskowy, warstwy podłogi na gruncie i
na stropie, warstwy ściany - wszystko opisać i
narysować";P;MP…;;</h2></th>;;
229;"W
istniejącym lokalu, na parterze budynku wielorodzinnego, zaprojektować
gabinet ginekologiczny wraz z zapleczem socjalnym, pom. gosp., WC
wspólnym dla pracowników i pacjentów i poczekalnia. Można wyburzać
ściany działowe, i zostawić lokalizacje drzwi wejściowych i dopasować
się do istniejących kanałów wentylacyjnych.";P;P…;;"</h2>
<p><a href=""https://www.facebook.com/groups/350678832699240/user/100000481526594/?__cft__%5B0%5D=AZV-UXY8dJ5MbY_7503g2WaKlnkrcwG4jbc8sqzP2IT7cOJnnzhK3ftX4auhWWQ27S5U-I75zhbPTw7vkSLjR6YBlajoiSD40catPkSEzr-TPht6AQtXH980ueUEpJ-JxXxa_9NX5AYytr3lFVD7SIB-7KGWa6eHJS1bgvQ8rz8pjDZbHMXTXikPVbvVPnaNJLI&amp;__tn__=R%5D-R""><u>Dominika
Gawrział</u></a> dużo rysowania jak na około 20 min przygotowania ;/ ,
ta gastronomia była do zrobienia od zera i chodziło też o technologię
kuchni ? Sporo jak na jeden zestaw :&gt;</p>
<p><a href=""https://www.facebook.com/groups/350678832699240/user/100000481526594/?__cft__%5B0%5D=AZV-UXY8dJ5MbY_7503g2WaKlnkrcwG4jbc8sqzP2IT7cOJnnzhK3ftX4auhWWQ27S5U-I75zhbPTw7vkSLjR6YBlajoiSD40catPkSEzr-TPht6AQtXH980ueUEpJ-JxXxa_9NX5AYytr3lFVD7SIB-7KGWa6eHJS1bgvQ8rz8pjDZbHMXTXikPVbvVPnaNJLI&amp;__tn__=R%5D-R""><u>Dominika
Gawrział Tak</u></a>, ale w tym gabinecie trzeba było tylko dorysować
wszystko na ich rysunku. Ja gastronomię narysowałam jako taki schemat,
łącznie z technologia kuchni, ale raczej ogólnikowo, bez wymieniania
wszystkich pomieszczeń</p>
<p>Jedna osoba miała do rozrysowania sklep, chodziło chyba o ewakuację i
przejścia, a na jednym zestawie podpatrzyłam też konstrukcje stalowe
trybun, wyglądało jak przy boisku</p></th>";;
230;"Lokal
gastronomiczny wraz z całym zapleczem - opisać i naszkicować funkcje
itd.";P;P…;;"</h2>
<p><a href=""https://www.facebook.com/groups/350678832699240/user/100000481526594/?__cft__%5B0%5D=AZV-UXY8dJ5MbY_7503g2WaKlnkrcwG4jbc8sqzP2IT7cOJnnzhK3ftX4auhWWQ27S5U-I75zhbPTw7vkSLjR6YBlajoiSD40catPkSEzr-TPht6AQtXH980ueUEpJ-JxXxa_9NX5AYytr3lFVD7SIB-7KGWa6eHJS1bgvQ8rz8pjDZbHMXTXikPVbvVPnaNJLI&amp;__tn__=R%5D-R""><u>Dominika
Gawrział</u></a> dużo rysowania jak na około 20 min przygotowania ;/ ,
ta gastronomia była do zrobienia od zera i chodziło też o technologię
kuchni ? Sporo jak na jeden zestaw :&gt;</p>
<p><a href=""https://www.facebook.com/groups/350678832699240/user/100000481526594/?__cft__%5B0%5D=AZV-UXY8dJ5MbY_7503g2WaKlnkrcwG4jbc8sqzP2IT7cOJnnzhK3ftX4auhWWQ27S5U-I75zhbPTw7vkSLjR6YBlajoiSD40catPkSEzr-TPht6AQtXH980ueUEpJ-JxXxa_9NX5AYytr3lFVD7SIB-7KGWa6eHJS1bgvQ8rz8pjDZbHMXTXikPVbvVPnaNJLI&amp;__tn__=R%5D-R""><u>Dominika
Gawrział Tak</u></a>, ale w tym gabinecie trzeba było tylko dorysować
wszystko na ich rysunku. Ja gastronomię narysowałam jako taki schemat,
łącznie z technologia kuchni, ale raczej ogólnikowo, bez wymieniania
wszystkich pomieszczeń</p>
<p>Jedna osoba miała do rozrysowania sklep, chodziło chyba o ewakuację i
przejścia, a na jednym zestawie podpatrzyłam też konstrukcje stalowe
trybun, wyglądało jak przy boisku</p></th>";;
231;"Fotowoltaika
- zasada działania, zalety i wpływ na estetykę budynku. Z praktyki
projektowej ogólne pytania o wszystko, o okładziny ścienne, dachowe, o
WZ itd.";P;P…;;</h2></th>;;
232;"Z
praktyki budowlanej opowiedzieć o współpracy z konserwatorem
i";ZPP;P…;;</h2></th>;;
233;"pytania
odnośnie tego, co miałam wpisane w tą tabelkę
praktyk";ZPB;P…;;</h2></th>;;
235;"Proszę
omówić zagadnienia funkcjonalno-przestrzenne projektowania kuchni dla
osób poruszających się na wózkach inwalidzkich w budynkach mieszkalnych
- proszę zilustrować szkicami.";P;PL_Z3(P+K);;</h2></th>;;
236;"Na
czym polega sprawdzenie jakości wykonanych robót, dotyczących
konstrukcji betonowych i żelbetowych?";ZPB;PL_Z3(P+K);;"</h2>
<h2 id=""section-4""></h2>
<p>W tych wszystkich pytaniach tylko tutaj przydała mi się jakakolwiek
notatka/materiały. Miałem ze sobą poradnik majstra budowlanego, w którym
są opisane dopuszczalne odchyłki. Ale myślę, że gdybym nawet nie podał
tych odchyłek w mm to nie byłoby problemu. Kartkę, na którą je
przepisałem oddali, bo nie było w treści pytania wymogu szkicowania (oni
się boją, żeby żadnej głupoty nie było na kartce bo tylko to może
zweryfikować krajowa izba).</p>
<p>Dodatkowo - w trakcie budowy powinny być protokołowane/wpisywane do
dziennika budowy odbiory rusztowań, deskowań, badania betonu. Jeżeli
przyjeżdża betoniarka, to powinni informacje na temat badań, kruszyw,
wody etc. mieć przy każdej dostawie.</p>
<p>No i obserwacja betonu - spękania, ukruszenia, etc. Czy nie jest zbyt
mokry.</p></th>";;
237;"Proszę
omówić, szkicując, zasady izolacji balkonów, loggii i
tarasów.";P;PL_Z3(P+K);;</h2></th>;;
238;"Na
przykładzie projektu z praktyki opisać i naszkicować rozwiązania
izolacji pionowych i poziomych słupów/rdzeni
fundamentowych.";ZPP;PL_Z3(P+K);;"</h2>
<p>Hydroizolację poziomą należy wykonać dokładnie w tych samych
miejscach co hydroizolacje poziome ścian fundamentowych i ścian parteru,
czyli na poziomie ławy fundamentowej i poziomie zero. Hydroizolacha pod
trzpieniem musi był połączona na zakład z hydroizolacją pod ścianą
fundamentową i pod ścianą parteru. Materiałem który najlepiej nadaje się
do wykonania hydroizolacji w słupie żelbetowym jest mikrozaprawa
cementowa, polimerowo-cementowa sztywna, tzw. szlam sztywny. Należy nią
pokryć cały obszar pod trzpieniem żelbetowym oraz obszary przyległe o
szerokości około 15-20cm. Umożliwi to połączenie hydroizolacji poziomej
z papy na zakład z hydroizolacją pod trzpieniem (w pierwszej kolejności
wykonuje się izolację pod trzpieniem, a następnie nakłada się papę na
zakład). Ponadto masą cementową należy pomalować pręty startowe na
wysokość około 10-15cm. W ten sposób całkowicie eliminujemy problem
podciągania kapilarnego w elementach żelbetowych.</p>
<p>W wolnostojących słupach żelbetowych alternatywnie można zastosować
hydroizolację, która w całości obejmuje stopę fundamentową i słup po
stronie zewnętrznej. W takim rozwiązaniu pierwszą warstwę hydroizolacji
poziomej nie wykonuje się na stopie (ławie) fundamentowej, tylko pod
nią. Następnie cała stopa i słup pokrywane są ciągłą hydroizolacją po
stronie zewnętrznej. Rysunek takiego rozwiązania znajdziesz poniżej.</p>
<p>Hydroizolację poziomą należy wykonać dokładnie w tych samych
miejscach co hydroizolacje poziome ścian fundamentowych i ścian parteru,
czyli na poziomie ławy fundamentowej i poziomie zero. Hydroizolacha pod
trzpieniem musi był połączona na zakład z hydroizolacją pod ścianą
fundamentową i pod ścianą parteru. Materiałem który najlepiej nadaje się
do wykonania hydroizolacji w słupie żelbetowym jest mikrozaprawa
cementowa, polimerowo-cementowa sztywna, tzw. szlam sztywny. Należy nią
pokryć cały obszar pod trzpieniem żelbetowym oraz obszary przyległe o
szerokości około 15-20cm. Umożliwi to połączenie hydroizolacji poziomej
z papy na zakład z hydroizolacją pod trzpieniem (w pierwszej kolejności
wykonuje się izolację pod trzpieniem, a następnie nakłada się papę na
zakład). Ponadto masą cementową należy pomalować pręty startowe na
wysokość około 10-15cm. W ten sposób całkowicie eliminujemy problem
podciągania kapilarnego w elementach żelbetowych.</p>
<p>W wolnostojących słupach żelbetowych alternatywnie można zastosować
hydroizolację, która w całości obejmuje stopę fundamentową i słup po
stronie zewnętrznej. W takim rozwiązaniu pierwszą warstwę hydroizolacji
poziomej nie wykonuje się na stopie (ławie) fundamentowej, tylko pod
nią. Następnie cała stopa i słup pokrywane są ciągłą hydroizolacją po
stronie zewnętrznej. Rysunek takiego rozwiązania znajdziesz poniżej.</p>
<p><img src=""https://raw.githubusercontent.com/adriansstudia/UB2024-APP/main/images/image32.png"" style=""width:2.375in;height:1.77778in""/></p></th>";;
239;"Opisać
na przykładzie płyty fundamentowej rozwiązania izolacyjne kiedy poziom
wody gruntowej znajduje się ponad 0,5 m poniżej poziomu posadowienia
fundamentów (chodziło o to, żeby nie stosować przeciwwodnych tylko
przeciwwilgociowe).";ZPB;PL_Z3(P+K);;"</h2>
<p>PS nie miałem w żadnym projekcie załączonym do kwalifikacji płyty
fundamentowej <img src=""https://raw.githubusercontent.com/adriansstudia/UB2024-APP/main/images/image8.png"" style=""width:0.1625in;height:0.16181in""/></p></th>";;
241;"Był
zadany rysunek domków jednorodzinnych wolnostojących.
Wrysować
śmietnik, szambo i studnie wraz z wymiarami. Podchwytliwe było to, żeby
nie wrysowywać szamba w głębi działki.";P;MZ_Z18;;</h2></th>;;
242;"Konstrukcje
dachowe drewniane . Narysować i opisać";P;MZ_Z18;;</h2></th>;;
243;"Powierzchnia wewnętrzna
budynku";L;MZ_Z18;;</h2></th>;;
244;"Z
praktyki projektowej. Wpływ technologii na architekturę
Podział
na elewacji odpowiadający rożnym funkcjom, układ komunikacji,
zastosowanie podłóg podniesionych w pomieszczeniach elektrycznych
itp";ZPP;MZ_Z18;;</h2></th>;;
245;"Z
budowy omówić prace przy zbiorniku retencyjnym";ZPB;MZ_Z18;;</h2></th>;;
247;"Był
podany rzut, rozrysować jednostkę mieszkaniową w pensjonacie dla NPS
(łazienka i pokój). Policzyć pow. Okna.";P;PM_Z21;;</h2></th>;;
248;Gdzie DSO.;PŻ;PM_Z21;;"</h2>
<p>Dźwiękowy System Ostrzegawczy DSO pozwala na alarmowanie pożarowe
(jest zintegrowany z systemem sygnalizacji pożaru) a także na nadawanie
komunikatów głosowych, reklamowych lub służyć do odtwarzania muzyki na
obiektach o znacznej powierzchni. System ten wspomaga ewakuację aby
zmniejszyć straty w ludziach w przypadku pożaru, katastrofy lub innego
zagrożenia. Norma dotycząca dźwiękowych systemów ostrzegawczych nosi
oznaczenie PN-EN 60849 a także PN-EN 50849.</p>
<p>DSO umożliwia pełną konfigurację i integrację z innymi instalacjami
bezpieczeństwa. W sytuacji zagrożenia uruchamia on wcześniej nagrane
komunikaty słowne. System DSO jest najczęściej połączony z systemem
sygnalizacji pożaru dlatego typ komunikatu jest dostosowany do rodzaju
zdarzenia. Alarm I stopnia może być tylko łagodnym ostrzeżeniem dla
obsługi obiektu. Z kolei alarm II stopnia (właściwy) może informować o
sposobie ewakuacji z obiektu. Komunikaty nadawane z głośników DSO
posiadają odpowiednią zrozumiałość mowy. Są zaprojektowane i wykonane w
sposób zapewniający funkcjonowanie w warunkach pożaru (niepalne kable,
stalowe uchwyty, certyfikowane elementy, zasilanie awaryjne).</p>
<p>Projekt systemu DSO powinien być wykonany przez projektanta
posiadającego odpowiednie kwalifikacje a także powinien być zatwierdzony
przez rzeczoznawcę do spraw zabezpieczeń pożarowych.</p>
<p>DSO - rozporządzenie MSWiA w sprawie ochrony przeciwpożarowej
budynków</p></th>";;
249;"Narysować
zaplecze socjalne dla 15K i 10 M w obiekcie usługowym.toaletę męską,
damską, szatnię męską i damską i jadalnię";P;PM_Z21;;</h2></th>;;
251;"uzupełnić
wykropkowane miejsce (40x5) o trybuny dla 142 os( 128 dzieci , 12 VIP ,
2 NP plus słupek sędziowski) czy do pytania pierwszego prawidłowa
odpowiedź dotyczy § 261. [Wymogi dotyczące pomieszczeń przeznaczonych
dla dużej ilości osób] WT? czy rozwiązania powinnam szukać jeszcze w
innych przepisach?";P;MZ_Z38(P+K);;"</h2>
<p>TAK</p>
<p>Par 261</p>
<p>Szer siedzeń dla dzieci 50 a dla VIP 60</p></th>";;
252;"drzwi
ppoż - jakie parametru dokumenty jakościowe oraz sposób
montażu";PŻ;MZ_Z38(P+K);;</h2></th>;;
253;"wskaźniki
powierzchniowe i kubaturowe … powierzchnia użytkowa";L;MZ_Z38(P+K);;</h2></th>;;
255;"jakie
działania prowadzą do zmiany sposobu użytkowania obiektu istniejącego
lub część obiektu";L;PK_Z49;;</h2></th>;;
256;"był
rysunek z 4 blokami ŚW - narysować drogi pożarowe i dojścia, narysować
śmietnik i opisać odległości, wymienić elementy na które trzeba zwrócić
uwagę przy sytuowaniu budynków";P;PK_Z49;;</h2></th>;;
257;"co
to jest i jak się wyznacza wysokość górnej krawędzi elewacji
frontowej";L;PK_Z49;;</h2></th>;;
258;"projekt:
analiza kuchni w projektowanym mieszkaniu w budynku
wielorodzinnym";ZPP;PK_Z49;;</h2></th>;;
259;"wymienić
elementy żelbetowe na budowie budynku mieszkalnego i jak były
wykonywane";ZPB;PK_Z49;;</h2></th>;;
261;"pzt,
wrysowany jednorodzinny, zjazd i droga - wrysuj studnie i zbiornik
bezodpływowy, oznacz odległości od obiektu, drogi i działek, uwaga: była
podana podziałka ze skalą i rzędne";P;Z10(P+K);;</h2></th>;;
262;"detal
obróbki przy kominie na dachu wykończonym dachówką karpiówką, dokładne
połączenia elementów blachy";P;Z10(P+K);;</h2></th>;;
263;"parametry
i wskaźniki powierzchniowe i kubaturowe";L;Z10(P+K);;</h2></th>;;
264;"przebieg
pracy nad projektem, wszystkie dok. do pozwolenia";ZPP;Z10(P+K);;"</h2>
<p>NA PRZYKŁADZIE BRZEZIŃSKIEJ</p>
<p><img src=""https://raw.githubusercontent.com/adriansstudia/UB2024-APP/main/images/image24.png"" style=""width:2.375in;height:1.19444in""/></p></th>";;
265;"montaż
dźwigarów stalowych, detale montażowe, przebieg realizacji, przekroje
przez warstwy dachu, odwodnienie";ZPB;Z10(P+K);;</h2></th>;;
267;"Warunki
zabudowy. Kiedy się ubiegać. Do kogo. Co we wniosku. Co w
decyzji.";L;MP_Z20;;</h2></th>;;
268;"Przejazdy
bramowe dla wozów strażackich - wymiary i pytaniami drogę
ppoż";PŻ;MP_Z20;;</h2></th>;;
269;"Wymiary
boiska do.siatkwowki 18x9 m, koszykówki 28x15 bieżnia, rzut kulą, sków w
dal i w zwyz- podać wymiary i.wrysowac na rysunku
działki.";P;MP_Z20;;"</h2>
<p><img src=""https://raw.githubusercontent.com/adriansstudia/UB2024-APP/main/images/image43.png"" style=""width:2.375in;height:1.16667in""/></p>
<p>Wszystko pod tym linkiem:</p>
<p><a href=""https://wlopi.pl/wiadomosci/794-szczegolowa-specyfikacja-stadionu-lekkoatletycznego-we-wloszakowicach""><u>https://wlopi.pl/wiadomosci/794-szczegolowa-specyfikacja-stadionu-lekkoatletycznego-we-wloszakowicach</u></a></p></th>";;
270;"Pytania
o p poż i odstępstwa w projekcie przebudowy akademika
(projektowa)";ZPP;MP_Z20;;</h2></th>;;
271;"Pytania
o kolejność robót przy zbrojeniu płyt żelbetowej";ZPB;MP_Z20;;"</h2>
<p>Miałam dzisiaj ten sam zestaw w Śląskiej.</p>
<p>Nie trzeba było podać wymiarów. Był podany rysunek stadionu
sportowego i było zostawione trochę miejsca. Trzeba było narysować te
elementy, co też zrobiłam, przy odpowiedzi usłyszałam że to trzeba znać
wymiary żeby to narysować, powiedziałam że zapewne są podane te wymiary
w normach ale niestety nie mam ich ze sobą. Zapytali co bym zrobiła
jakbym miała to zaprojektować klientowi. Powiedziałam że na początku
zobaczyłabym rozwiązania zawarte w neufercie, sprawdziła wymiary boisk i
porozmawiała z przyszłymi użytkownikami.</p></th>";;
272;"Projektowe:
kazali wyjaśnić czyjegoś projektu po co jest warstwa żwiru na dachu
płaskim - chodziło o warstwę dociskową i chroniącą przed szkodliwym
działaniem słońca na izolacje. Na co należy zwrócić uwagę przy
odwadnianiu dachów płaskich - odwodnienie wewnętrze i zewnętrzne kiedy
jakie można.";ZPP;MP_Z20;;</h2></th>;;
273;"Pytanie
budowlane: dorysować izolacje przeciwwodne na rysunku na którym był
narysowany fragment przekroju piwnicy i parteru, dorysować drenaż
opaskowy. Pytali o kruszywo przy drenażu i jakie ma oznaczenie budowlane
czyli na przykład żwir to ż. Co powyżej - piasek bo
taniej";ZPB;MP_Z20;;</h2></th>;;
275;"Dany
rzut lokalu w istniejącym budynku - zaprojektować gabinet
ginekologiczny";P;WP_Z40;;</h2></th>;;
276;"Omówić
na rysunkach problematykę projektowania kuchni w lokalach
gastronomicznych (można było blokami funkcjonalnymi)";P;WP_Z40;;</h2></th>;;
277;"Zalety i
wady fotowoltaiki, aspekty estetyczne";P;WP_Z40;;</h2></th>;;
278;"Pytanie
do projektu - warstwy stropu między poddaszem nieużytkowym a
piętrem";ZPP;WP_Z40;;</h2></th>;;
279;"Projektowe
- rozrysować wieniec w przekroju, sposoby łączenia go z różnymi
stropami";ZPB;WP_Z40;;</h2></th>;;
281;"Omówić
przejście, wejście, wyjście ewakuacyjne. Tutaj zadawali trochę
dodatkowych pytań ile np. Można max powiększyć przejście, jaką będzie
szerokość przy 95 osobach";PŻ;MP…;;</h2></th>;;
282;"Kiedy
można obniżyć wysokość pomieszczenia pracy.";L;MP…;;</h2></th>;;
283;"Rozrysować
rzut supermarketu z kasami, regałami, lodówkami, stoiskiem mięsnym ( do
stoiska były pytania o sanepid co sprawdza, o osobę zajmująca się
technologia, co tam dokładnie musi być)";P;MP…;;"</h2>
<p>odpowiedziałam, że płytki muszą mieć łatwo zmywalna powierzchnie i
mają być antypoślizgowe, że musi być umywalka i zlew, odpowiednia
wentylacja, dostęp do zaplecza i do chłodni, ale to było trochę mało
<img src=""https://raw.githubusercontent.com/adriansstudia/UB2024-APP/main/images/image33.png"" style=""width:0.1625in;height:0.16181in""/>
komisja chciała jeszcze usłyszeć, że musi być syfon, a płytki muszą być
""ciepłe"" chociaż to określenie jest dla mnie zupełnie nowe</p></th>";;
284;"Do
projektu o dylatację, ścianę oddzielenia pożarowego";ZPP;MP…;;</h2></th>;;
285;"W
jaki sposób układa się pustaki, jak układa się styropian na elewacji i
jak nakłada się tynk";ZPB;MP…;;</h2></th>;;
287;"Rzut
mieszkania . Zaprojektować mieszkanie dla 4 osobowej rodziny z
uwzględnieniem pracy w systemie home office";P;MZ_Z7;;</h2></th>;;
288;"Dojście
ewakuacyjne. Zasady projektowania. ( Dopytka o drzwi pożarowe, od czego
zależy długość dojść i wszystko cokolwiek z nimi związane w
przepisach)";PŻ;MZ_Z7;;</h2></th>;;
289;"Paroizolacja....nie
pamiętam dokładnie pytania...chodziło żeby wymienić rodzaje , wszystko
co się o nich wie. Plus rysunkowe dotyczące drenażu powierzchniowego.
Dopytka a wręcz intensywna dyskusja nt drenażu. Warto doczytać. Pytanie
wzbudziło dużo kontrowersji.";P;MZ_Z7;;</h2></th>;;
290;"Pytanie
było bardzo szeroko pojęte...z grubsza chodziło o to jak etapowana była
praca z rzeczoznawcą ppoż. W jaki sposób wyglądała praca rzeczoznawcy
przy uzgadnianiu obiektów...( W moim przypadku elektrociepłownia i
kilkadziesiąt obiektów)";ZPP;MZ_Z7;;</h2></th>;;
291;"Sposób
wykonania płyty fundamentowej krok po kroku.";ZPB;MZ_Z7;;</h2></th>;;
293;"Rzut.
Wskazać i opisać ścianę oddzielenia p.poż. między magazynem, a budynkiem
biurowym. Wysokość budynku 9 m, dwie kondygnacje. Dużo dodatkowych
niepotrzebnych informacji.";PŻ;MP_Z1;;</h2></th>;;
294;"Kiedy
nie jest potrzebne pozwolenie na budowę (inwestycja celu
publicznego).";L;MP_Z1;;"</h2>
<p>przepisałam paragraf z ustawy o planowaniu i zagospodarowaniu
przestrzennym, tam jest punkt który był odpowiedzią na to
pytanie</p></th>";;
295;"Zaprojektować
i narysować pomieszczenie rozdzielni kelnerskiej w dużej restauracji z
pełnym zapleczem.";P;MP_Z1;;</h2></th>;;
296;"mieszkaniówka
(ŚW) Korytarze: wymiary, klasy odporności ścian, drzwi, klatka schodowa
wymiary, wymiary drzwi zewnętrznych, garaż.";ZPP;MP_Z1;;</h2></th>;;
297;"Wszystko na
temat balkonów oraz isokorbow.";ZPB;MP_Z1;;</h2></th>;;
299;"Podany
przekrój budynku przedszkola z klatką schodową z którego korzystają
dorośli i dzieci w wieku 5 lat. Podane h=3.30. Rozliczyć schody klatki
schodowej przedszkola i narysować balustradę. Opisać wymagania dla tego
typu budynków czy jakoś tak.";P;MZ_Z27;;</h2></th>;;
300;"Co
powinien zawierać projekt budowlany budynku znajdującego się w strefie
ochrony konserwatorskiej?";L;MZ_Z27;;</h2></th>;;
301;"Jakie
dane określić musi projektant w sprawie warunków ochrony
przeciwpożarowej aby stanowiły one podstawę uzgodnienia projektu
budowlanego pod względem przeciwpożarowym? (chcieli wszystko o p
poż)";PŻ;MZ_Z27;;</h2></th>;;
302;"Opisać
układ funkcjonalno - przestrzen. basenu z praktyk i opowiedzieć o
środowisku agresywnym i metodach zabezpieczeń (basen solankowy -
dlatego)";ZPP;MZ_Z27;;</h2></th>;;
303;"Omówić
po kolei roboty przy wykonywaniu części budynku (konstrukcja żelbet. i
stal.)";ZPB;MZ_Z27;;</h2></th>;;
305;"Obrazki
4 wątków ceglanych. Podaj nazwy i powiedz czym się";P;MZ_Z15;;"<strong>różnią 2 i 3.</strong><img src=""https://raw.githubusercontent.com/adriansstudia/UB2024-APP/main/images/image9.png"" style=""width:2.00791in;height:4.86125in""/></h2></th>";;
306;"Zaprojektuj
parking na 120 samochodów wśród zabudowy mieszkaniowej. Podaj wymiary,
uzasadnij.";P;MZ_Z15;;</h2></th>;;
307;"Jakie badania
gruntu przy I kat. geotech";L;MZ_Z15;;</h2></th>;;
308;"proj. problemy
przy projektowaniu PZT";ZPP;MZ_Z15;;</h2></th>;;
309;"z
bud. Opisz kolejność prac fundamentowych, czynności,
sprzęt";ZPB;MZ_Z15;;</h2></th>;;
311;"jak
wyznacza się czas nasłonecznienia pomieszczeń,";L;ŚL_Z36;;</h2></th>;;
312;"Był
rzut i przekrój budynku, trzeba było obok narysować drugi budynek w
odpowiedniej odległości jeśli chodzi o przesłanianie";P;ŚL_Z36;;</h2></th>;;
313;"Co
zawiera raport o oddzialywaniu na srodowisko,";L;ŚL_Z36;;</h2></th>;;
314;"Narysować socjal dla
15 K i 10 M,";P;ŚL_Z36;;</h2></th>;;
